,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
1771,GCA_008711145.1,GCA_008711145.1_ASM871114v1_genomic,s__algicola (UID2846),99.42,1.98,18.18,89.52,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter sp002150785,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter sp002150785,292,292,4194287,4194287,0.0,23,53245,23,53245,84,10571,84,10571,230215,230215,26,54.755,0.40768,0.04088,Medium,3453,6041,1434,2312,99,41.52910512597741,66.956269910223,2.8670721112076456,ASM871114v1,,,,,,Contig,Unicycler v. QUAST 4.0,,PRJNA564372,SAMN12710722,,Microbe sample from Arenibacter sp. JC631,,,,Dhanesh Kumar,24-May-2018,"Whole genome sequence of Arenibacter sp. JC631, isolated from Chilika lagoon",2019-09-27T00:00:00Z,sasikala449@yahoo.co.in,,292.0,,,3 meters,,,,,,,,,,,,,,,,,,,,Sasikala,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/711/145/GCA_008711145.1_ASM871114v1,,GCF_008711145.1,VVIN01000000,,Arenibacter sp. JC631,,Full,WGS,,India: Chilika lagoon,Chilika lagoon,India,,,,,,,,,,,,,,,,,,,,Dhanesh Kumar,strain=JC631,,,,,India,,sediment,Ch,,,,,,,,,,,JNTUH,2608629.0,,Arenibacter sp. JC631,Arenibacter sp. JC631,,,,identical,,,,,,2019-09-09T00:00:00.000,,,,,,,Major,,,SAMN12710722,Arenibacter sp. JC631,Sediment,2019/09/27,JNTUH,100.0x,,Illumina HiSeqX10,Illumina,,,2608629.0,,,JC631,,,"Microbe, viral or environmental",Microbe.1.0,JNTUH,,,2608629.0,,,,,,,,,latest,VVIN00000000.1,,,False,Unclassified
1772,GCA_008806375.1,GCA_008806375.1_ASM880637v1_genomic,s__algicola (UID2846),99.01,0.71,0.0,95.46,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_A;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tamlana_A,Tamlana_A sp.,76,112,3353968,3350167,0.113,7,179379,9,131809,20,41348,30,28591,378940,268161,17,87.12,0.34879,0.03804,Medium,2899,5258,1242,1940,83,42.84235943428769,66.91962745774404,2.8630562262849257,ASM880637v1,,,,,,Scaffold,SOAPdenovo v. 2,,PRJNA573476,SAMN12811327,,Microbe sample from Tamlana sp. B1N29,,,,,2019-07-01,Isolates from Haliotis rubra.,2019-10-02T00:00:00Z,caoyubeibei@126.com,,76.0,,,,,,,,,,,,,,,,,,,,,,,Wenrui,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/806/375/GCA_008806375.1_ASM880637v1,,GCF_008806375.1,WAAT01000000,,Tamlana sp. B1N29,,Full,WGS,,China,,China,,,Haliotis rubra,,,,,,Haliotis rubra,,,,,,,,,,,,strain=B1N29,,,,,,,,Cao,,,,,,,,,,,"Insititute of Oceanology, Chinese Academy of Sciences",2614804.0,,Tamlana sp. B1N29,Tamlana sp. B1N29,,,,identical,,,,,,2019-09-23T00:00:00.000,,,,2866.0,,,Major,,,SAMN12811327,Tamlana sp. B1N29,cell culture,2019/10/02,"Insititute of Oceanology, Chinese Academy of Sciences",3190.0x,,Illumina,Illumina,,,2614804.0,,,B1N29,,,"Microbe, viral or environmental",Microbe.1.0,"Insititute of Oceanology, Chinese Academy of Sciences",,,2614804.0,,,,,,,,,latest,WAAT00000000.1,,,False,Marine
1773,GCA_008806755.1,GCA_008806755.1_ASM880675v1_genomic,f__Flavobacteriaceae (UID2845),99.66,1.06,0.0,94.36,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp.,87,130,3916794,3910889,0.151,4,328738,7,185145,13,77211,21,61309,851138,466175,16,96.517,0.30109,0.07724,Medium,3646,5963,1331,2224,50,36.50575973669776,60.9983543609435,1.3713658804168951,ASM880675v1,,,,,,Scaffold,SOAPdenovo v. 2,,PRJNA573476,SAMN12826462,,Microbe sample from Tenacibaculum aiptasiae,,,,,2008-07-01,Isolates from Haliotis rubra.,2019-10-02T00:00:00Z,caoyubeibei@126.com,,87.0,,,,,,,,,,,,,,,,,,,,,,,Wenrui,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/806/755/GCA_008806755.1_ASM880675v1,,GCF_008806755.1,WAAU01000000,,Tenacibaculum aiptasiae strain a4,,Full,WGS,,Taiwan,,Taiwan,,,Aiptasia pulchella,,,,,,Aiptasia pulchella,,,,,,,,,,,,strain=a4,,,,,,,,Cao,,,,MLST.Tenacibaculum_spp.68,,,,,,,"Insititute of Oceanology, Chinese Academy of Sciences",426481.0,,Tenacibaculum aiptasiae,Tenacibaculum aiptasiae,,,,identical,,,,,,2019-09-24T00:00:00.000,,,representative genome,3589.0,,assembly from type material,Major,,,SAMN12826462,Tenacibaculum aiptasiae stain a4,cell culture,2019/10/02,"Insititute of Oceanology, Chinese Academy of Sciences",316.0x,,Illumina,Illumina,,,426481.0,,,a4,,,"Microbe, viral or environmental",Microbe.1.0,"Insititute of Oceanology, Chinese Academy of Sciences",,,426481.0,,,,,,type strain of Tenacibaculum aiptasiae,,,latest,WAAU00000000.1,,,False,Marine
1774,GCA_008806775.1,GCA_008806775.1_ASM880677v1_genomic,f__Flavobacteriaceae (UID2817),98.94,0.71,0.0,95.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp.,41,41,3413843,3413843,0.0,3,425016,3,425016,9,91436,9,91436,855421,855421,11,95.263,0.32501,0.12345,Medium,2864,5062,1163,1816,96,40.607541899441344,63.407821229050285,3.35195530726257,ASM880677v1,,,,,,Contig,SPAdes v. 3.11,,PRJNA574007,SAMN12838234,,Microbe sample from Flavobacterium luteum,,,,,,Flavobacterium luteum,2019-10-02T00:00:00Z,liuqing391@163.com,,41.0,,,,,,,,,,,,,,,,,,,,,,,Qing,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/806/775/GCA_008806775.1_ASM880677v1,,GCF_008806775.1,WAEM01000000,,Flavobacterium luteum strain NBRC 112527,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=NBRC 112527,,,,,,,glacier ice,Liu,,,,,,,,,,,"Institute of Microbiology, Chinese Academy of Sciences",2026654.0,,Flavobacterium luteum,Flavobacterium luteum,,,,identical,,,,,,2019-09-25T00:00:00.000,,,representative genome,2840.0,,assembly from type material,Major,,,SAMN12838234,Flavobacterium luteum NBRC 112527,culture,2019/10/02,"Institute of Microbiology, Chinese Academy of Sciences",250.0x,,Illumina HiSeq,Illumina,,,2026654.0,,,NBRC 112527,,,"Microbe, viral or environmental",Microbe.1.0,"Institute of Microbiology, Chinese Academy of Sciences",,,2026654.0,,,,,,type strain of Flavobacterium luteum,,,latest,WAEM00000000.1,,,False,Unclassified
1775,GCA_008831505.1,GCA_008831505.1_ASM883150v1_genomic,o__Flavobacteriales (UID2815),100.0,0.98,0.0,95.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Planobacterium;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Planobacterium,Planobacterium sp.,2,2,2757396,2757396,0.0,1,2690367,1,2690367,1,2690367,1,2690367,2690367,2690367,2,100.0,0.4342,0.02875,Medium,2576,4128,969,1586,43,37.616459627329185,61.568322981366464,1.6692546583850931,ASM883150v1,,,,,,Complete Genome,HGAP v. v 3.0,,PRJNA574546,SAMN12859598,,Chryseobacterium sp. Genome sequencing and assembly,,,,,2019-03-24,Chryseobacterium sp. isolated from diseased catfish,2019-10-07T00:00:00Z,mike020217@gmail.com,,2.0,,,,,,,,,,,,,,,,,,,,,,,Woo Taek,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/505/GCA_008831505.1_ASM883150v1,,GCF_008831505.1,"CP044507,CP044508",,Chryseobacterium sp. strain SNU WT7,,Full,Complete,,South Korea: Jeonbuk province,Jeonbuk province,South Korea,,,Silurus asotus,,,,,,Silurus asotus,,,,,,,,,,,,strain=SNU WT7,,,,,South Korea,,liver,Oh,,,,,,,,,,,Seoul National University,1871047.0,,Chryseobacterium sp. SNU WT7,Chryseobacterium sp.,,,,identical,,1.0,,,,2019-09-30T00:00:00.000,,,,2524.0,,,Major,,,SAMN12859598,Chryseobacterium sp. SNU WT7,Whole genome sequence,2019/10/07,Seoul National University,81.2x,,Illumina HiSeq; PacBio RSII,Illumina; PacBio,,,1871047.0,,,SNU WT7,,,"Microbe, viral or environmental",Microbe.1.0,Seoul National University,,,1871047.0,,,,,,,,,latest,,,,False,Non_marine
1776,GCA_008974325.1,GCA_008974325.1_ASM897432v1_genomic,s__algicola (UID2847),99.62,0.0,0.0,99.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,HC6-5,HC6-5 sp.,28,28,3558331,3558331,0.0,3,343998,3,343998,10,92881,10,92881,1143345,1143345,13,97.424,0.33335,0.03698,Medium,3209,5369,1226,1976,54,38.20504830165161,61.57681520722965,1.6827672172016206,ASM897432v1,,,,,,Contig,SPAdes v. 3.10.1,,PRJDB8180,SAMD00166797,,Ulvibacter_marinus_KCTC_32322T,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2019-10-08T00:00:00Z,,,28.0,,NBRC:109484,,,,,,,,,marine biome,,sea,,marine water,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/974/325/GCA_008974325.1_ASM897432v1,,GCF_008974325.1,BKCG01000000,,Ulvibacter marinus strain NBRC 109484 strain KCTC 32322T,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=NBRC 109484,,,,isolated from coastal seawater,,,coastal seawater,,,ULMA,,,,,,,,,Bioproduction Research Institute,1397112.0,,Ulvibacter marinus,Ulvibacter marinus,,,,identical,,,Genome analysis of Ulvibacter marinus KCTC 32322T,,,2019-04-08T00:00:00.000,,,representative genome,3170.0,,assembly from type material,Major,,,SAMD00166797,KCTC32322T,,2019/10/10,Bioproduction Research Institute,305x,,Illumina NextSeq,Illumina,,,1397112.0,,,KCTC 32322T,,,MIGS.ba,MIGS.ba.5.0,Bioproduction Research Institute,,,1397112.0,,,,,,type strain of Ulvibacter marinus,Yes,,latest,BKCG00000000.1,,,False,Marine
1777,GCA_009014635.1,GCA_009014635.1_ASM901463v1_genomic,s__algicola (UID2847),99.62,0.0,0.0,99.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,HC6-5,HC6-5 sp.,30,30,3341869,3341869,0.0,2,441699,2,441699,6,127065,6,127065,1478771,1478771,7,95.466,0.3339,0.040999999999999995,Medium,3006,5080,1185,1883,48,39.421157684630735,62.64138389886893,1.596806387225549,ASM901463v1,,,,,,Contig,SPAdes v. 3.10.1,,PRJDB8179,SAMD00166796,,Ulvibacter_KK4,,,,,2017-05-23,Keywords: GSC:MIxS;MIGS:5.0,2019-09-25T00:00:00Z,,,30.0,,JCM:33344,,,,,,,,,marine biome,,sea,,marine water,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/014/635/GCA_009014635.1_ASM901463v1,,GCF_009014635.1,BKCF01000000,,Ulvibacter sp. KK4,,Full,WGS,,"Japan:Hokkaido, Sapporo","Hokkaido, Sapporo",Japan,,,Patiria pectinifera,,,,,,Patiria pectinifera,,,,,,,,,,,,strain=KK4,,,,isolated from the surface of a wild starfish,Japan,,the surface of a wild starfish,,42.99,ULMS,141.32,,,,,,,,Bioproduction Research Institute,2494560.0,,Ulvibacter sp. KK4,Ulvibacter sp. KK4,,,,identical,,,Genome analysis of Ulvibacter sp. KK4,,,2019-04-08T00:00:00.000,,,,2972.0,,,Major,,,SAMD00166796,KK4,,2019/09/24,Bioproduction Research Institute,287x,,Illumina NextSeq,Illumina,,,2494560.0,,,KK4,,,MIGS.ba,MIGS.ba.5.0,Bioproduction Research Institute,,,2494560.0,,,,,,,,,latest,BKCF00000000.1,,Non_marine,False,Marine
1778,GCA_009184425.1,GCA_009184425.1_ASM918442v1_genomic,s__algicola (UID2846),99.34,2.22,0.0,88.24000000000002,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda olearia,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda olearia,239,245,4058537,4058027,0.013,1,2120369,2,1128500,2,1825331,5,229974,2120369,1385274,2,97.22,0.43736,0.09751,Medium,3615,6299,1428,2379,87,39.502074688796675,65.80912863070539,2.406639004149378,ASM918442v1,,,,,,Scaffold,SOAPdenovo v. SEP-2019,,PRJNA575099,SAMN12877712,,Microbe sample from Muricauda olearia,,,,,,identify the taxonomic status strains,2019-10-19T00:00:00Z,liulijun19960130@163.com,,239.0,,JCM:15563,,,,,,,,,,,,,,,,,,,,,Lijun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/184/425/GCA_009184425.1_ASM918442v1,,GCF_009184425.1,WELG01000000,,Muricauda olearia strain CL-SS4,,Full,WGS,,,,,,,,,,,,,,,,,,,,,,,,,strain=CL-SS4,,,,,,,,Liu,,,,,,,,,,,Ocean University of China,552546.0,,Muricauda olearia,Muricauda olearia,,,,identical,,,,,,2019-09-30T00:00:00.000,,,,3669.0,,assembly from type material,Major,,,SAMN12877712,Muricauda olearia sp.,cell culture,2019/10/19,Ocean University of China,100.0x,,Illumina,Illumina,,,552546.0,,,CL-SS4,,,"Microbe, viral or environmental",Microbe.1.0,Ocean University of China,,,552546.0,,,,,,type strain of Muricauda olearia,,,latest,WELG00000000.1,,,False,Unclassified
1779,GCA_009193215.1,GCA_009193215.1_ASM919321v1_genomic,f__Flavobacteriaceae (UID2845),96.68,0.84,0.0,92.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavicella;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,Flavicella sp.,20,20,3155507,3155507,0.0,2,487586,2,487586,6,226139,6,226139,1200080,1200080,7,99.71,0.33937,0.1234,Medium,2643,4949,1201,1831,136,45.440786984487325,69.27733636019676,5.145667801740447,ASM919321v1,,,,,,Contig,SPAdes v. 3.8.1,,PRJNA568691,SAMN12792692,,Microbe sample from Flavicella marina,,,,,2011-07,"According to 16S rRNA gene sequence analysis, the genusbelongs to the family Flavobacteriaceae.Cells areGram-stain-negative, non-motile, non-gliding, aerobic and rod-shapedor spherical. Catalase- and oxidase-positive. Carotenoids arefound, while flexirubin-type pigments are not. Predominantcellular fatty acids are summed feature 3 (iso-C15 : 0 2-OHand/or C16 : 1v7c), iso-C17 : 0 3-OHand iso-C15: 0 3-OH.MK-6 is detected as the sole isoprenoid quinone. Major polarlipids are phosphatidylethanolamine and three unidentifiedlipids. The DNA G+C content of the type strain of the typespecies is 34.1 mol%. The type species is Flavicella marina",2019-10-21T00:00:00Z,18463107606@163.com,,20.0,,,,,,,,,,,,,,,,,,,,,,,Zhenzhen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/193/215/GCA_009193215.1_ASM919321v1,,GCF_009193215.1,VYVA01000000,,Flavicella marina strain 2A-7,,Full,WGS,,"Japan: Kochi Prefecture, Muroto City","Kochi Prefecture, Muroto City",Japan,,,,,,,,,,,,,,,,,,,,,strain=2A-7,,,,,Japan,,surface seawater,Hu,,,,,,,,,,,Qingdao Institute of Bioenergy and Bioprocess Technology,1475951.0,,Flavicella marina,Flavicella marina,,,,identical,,,,,,2019-09-20T00:00:00.000,,,representative genome,,,assembly from type material,Major,,,SAMN12792692,Flavicella marina sp.,purified culture,2019/10/21,Qingdao Institute of Bioenergy and Bioprocess Technology,200.0x,,Illumina HiSeq,Illumina,,,1475951.0,,,2A-7,,,"Microbe, viral or environmental",Microbe.1.0,Qingdao Institute of Bioenergy and Bioprocess Technology,,,1475951.0,,,,,,type strain of Flavicella marina,Yes,,latest,VYVA00000000.1,,,False,Marine
1780,GCA_009360455.1,GCA_009360455.1_ASM936045v1_genomic,o__Flavobacteriales (UID2815),99.51,0.98,20.0,94.61,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas caeni,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas caeni,18,18,4157191,4157191,0.0,5,380728,5,380728,12,115048,12,115048,491692,491692,14,97.224,0.36663,0.01261,Medium,3822,6083,1397,2334,105,36.55154369440084,61.06750392464678,2.7472527472527477,ASM936045v1,,,,,,Contig,SPAdes v. 3.9.0,,PRJNA527865,SAMN11163412,,Metagenome or environmental sample from activated sludge metagenome,,,,,Oct-2015,"The utilization of microbial consortia derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization. We aimed to unravel members and metabolic functions of complex microbial consortia derived from activated sludge of kraft-pulp mill effluents by enrichment in mixtures of ten lignin monomers as a carbon source. To reconstruct the genomes from such communities and effectively characterize them at the gene-level, we performed metagenome sequencing using an Illumina Miseq platform. Two different paired-end libraries composed of 2X100 bp and 2X150 bp long reads were obtained for each consortium. MAGs were selected by 50%> of completion/<10% of redundancy criteria and submitted individually.;98.56% completion, 2.16% redundancy",1900-01-01T00:00:00Z,cfarkas@udec.cl,,18.0,,,,,"98.56% completion, 2.16% redundancy",,,,,,,,,,,,,1,,unverified source organism; derived from metagenome,,,Carlos,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/360/455/GCA_009360455.1_ASM936045v1,,,SPFE01000000,,Chryseobacterium sp. strain RQ_Bin_10,,Full,WGS,,Chile,,Chile,,,,,,,,,,,,,,,,,,,,,,,,RQ_Bin_10,derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization,,,activated sludge of kraft-pulp mill effluents,Farkas,,,,,,,activated sludge metagenome,,,,Universidad Tecnologica Metropolitana (UTEM),1871047.0,This BioSamples is a metagenomic assembly obtained from the activated sludge metagenome BioSample:SAMN11191002,Chryseobacterium sp.,Chryseobacterium sp.,,,,,,,,,,2019-09-30T00:51:01.237,,,,3748.0,,,Major,,,SAMN11163412,RQ_Bin_10_Chryseobacterium,metagenomic assembly,2019/10/25,Universidad Tecnologica Metropolitana (UTEM),3x,,Illumina MiSeq,Illumina,,,1871047.0,,,RQ_Bin_10,,,"Microbe, viral or environmental",Microbe.1.0,Universidad Tecnologica Metropolitana (UTEM),,,1871047.0,,,,,,,,,latest,SPFE00000000.1,,,True,Non_marine
1781,GCA_009360585.1,GCA_009360585.1_ASM936058v1_genomic,o__Flavobacteriales (UID2815),99.02,0.0,0.0,99.02,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium geocarposphaerae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium geocarposphaerae,20,20,4091206,4091206,0.0,3,338630,3,338630,12,100834,12,100834,1409941,1409941,14,95.729,0.35223000000000004,0.00943,Medium,3725,6103,1381,2287,112,37.073825503355714,61.39597315436242,3.0067114093959733,ASM936058v1,,,,,,Contig,SPAdes v. 3.9.0,,PRJNA527865,SAMN11163390,,Metagenome or environmental sample from activated sludge metagenome,,,,,Oct-2015,"The utilization of microbial consortia derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization. We aimed to unravel members and metabolic functions of complex microbial consortia derived from activated sludge of kraft-pulp mill effluents by enrichment in mixtures of ten lignin monomers as a carbon source. To reconstruct the genomes from such communities and effectively characterize them at the gene-level, we performed metagenome sequencing using an Illumina Miseq platform. Two different paired-end libraries composed of 2X100 bp and 2X150 bp long reads were obtained for each consortium. MAGs were selected by 50%> of completion/<10% of redundancy criteria and submitted individually.;95.68% completion, 0.00% redundancy",1900-01-01T00:00:00Z,cfarkas@udec.cl,,20.0,,,,,"95.68% completion, 0.00% redundancy",,,,,,,,,,,,,1,,derived from metagenome,,,Carlos,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/360/585/GCA_009360585.1_ASM936058v1,,,SPFD01000000,,Chryseobacterium sp. strain RQ_Bin_9,,Full,WGS,,Chile,,Chile,,,,,,,,,,,,,,,,,,,,,,,,RQ_Bin_9,derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization,,,activated sludge of kraft-pulp mill effluents,Farkas,,,,,,,activated sludge metagenome,,,,Universidad Tecnologica Metropolitana (UTEM),1871047.0,This BioSamples is a metagenomic assembly obtained from the activated sludge metagenome BioSample:SAMN11191002,Chryseobacterium sp.,Chryseobacterium sp.,,,,,,,,,,2019-09-30T00:51:01.237,,,,3659.0,,,Major,,,SAMN11163390,RQ_Bin_9_Chryseobacterium,metagenomic assembly,2019/10/25,Universidad Tecnologica Metropolitana (UTEM),4x,,Illumina MiSeq,Illumina,,,1871047.0,,,RQ_Bin_9,,,"Microbe, viral or environmental",Microbe.1.0,Universidad Tecnologica Metropolitana (UTEM),,,1871047.0,,,,,,,,,latest,SPFD00000000.1,,,True,Non_marine
1782,GCA_009360735.1,GCA_009360735.1_ASM936073v1_genomic,f__Flavobacteriaceae (UID2817),80.03,2.84,0.0,65.83,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp.,1261,1261,3219063,3219063,0.0,347,3040,347,3040,988,1362,988,1362,13713,13713,0,0.0,0.39414,0.03162,Medium,2898,3642,919,1503,26,31.71152518978606,51.863354037267094,0.8971704623878536,ASM936073v1,,,,,,Contig,SPAdes v. 3.9.0,,PRJNA527865,SAMN11163150,,Metagenome or environmental sample from activated sludge metagenome,,,,,Oct-2015,"The utilization of microbial consortia derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization. We aimed to unravel members and metabolic functions of complex microbial consortia derived from activated sludge of kraft-pulp mill effluents by enrichment in mixtures of ten lignin monomers as a carbon source. To reconstruct the genomes from such communities and effectively characterize them at the gene-level, we performed metagenome sequencing using an Illumina Miseq platform. Two different paired-end libraries composed of 2X100 bp and 2X150 bp long reads were obtained for each consortium. MAGs were selected by 50%> of completion/<10% of redundancy criteria and submitted individually.;77.70% completion, 3.60% redundancy",2019-10-25T00:00:00Z,cfarkas@udec.cl,,1261.0,,,,,"77.70% completion, 3.60% redundancy",,,,,,,,,,,,,1,,derived from metagenome; fragmented assembly,,,Carlos,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/360/735/GCA_009360735.1_ASM936073v1,,,SPER01000000,,Flavobacterium sp. strain GV_Bin_9,Low contig N50;Too many contigs,Full,WGS,,Chile,,Chile,,,,,,,,,,,,,,,,,,,,,,,,GV_Bin_9,derived by enrichment in complex mixtures oflignocellulose substrates has been gaining relevance for biotechnological initiatives focuses in lignin valorization,,,activated sludge of kraft-pulp mill effluents,Farkas,,,,,,,activated sludge metagenome,,,,Universidad Tecnologica Metropolitana (UTEM),239.0,This BioSamples is a metagenomic assembly obtained from the activated sludge metagenome BioSample:SAMN11191002,Flavobacterium sp.,Flavobacterium sp.,,,,,,,,,,2019-09-30T00:51:01.097,,,,3549.0,,,Major,,,SAMN11163150,GV_Bin_9_Flavobacterium,metagenomic assembly,2019/10/25,Universidad Tecnologica Metropolitana (UTEM),4x,,Illumina MiSeq,Illumina,,,239.0,,,GV_Bin_9,,,"Microbe, viral or environmental",Microbe.1.0,Universidad Tecnologica Metropolitana (UTEM),,,239.0,,,,,,,,,latest,SPER00000000.1,,,True,Non_marine
