Assembly accession,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
GCA_014062345.1,ASM1406234v1,,,,,,Contig,,,PRJNA649445,SAMN15667084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/062/345/GCA_014062345.1_ASM1406234v1,,GCF_014062345.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S7007,,,,,,,,,,,,,,,,,,,,,,,Tenacibaculum sp. S7007,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/04,,,,,,,,2759527.0,,,,,,,,"Shandong University,Weihai",,,2759527.0,,,,,,,,,latest,JACGLS000000000.1,,,False,Unclassified
GCA_014075215.1,ASM1407521v1,,,,,,Chromosome,MaSRCA v. 3.2.8,,PRJNA515312,SAMN12903683,,Microbe sample from Flavobacteriaceae bacterium,,,,,01-Nov-2014,"Hybrid assembly of the microbiome of the marine sponge Mycale hentscheli For SAMN12718690 , BioProject PRJNA515312 contains the Illumina assembly while BioProject PRJNA576275 contains the PacBio assembly.",2020-08-05T00:00:00Z,matt.storey@vuw.ac.nz,,1.0,,,,This BioSample is a metagenomic assembly obtained from the sponge metagenome BioSample: SAMN12718690,,,,,,,,,,,,,,1,,derived from metagenome,,,Matt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/215/GCA_014075215.1_ASM1407521v1,,,CP046177,,Flavobacteriaceae bacterium strain MH-Pat-all_autometa_1-8,,Full,Complete,,"New Zealand: South Island, Marlborough, Capsize Point","South Island, Marlborough, Capsize Point",New Zealand,,,Mycale hentscheli,,,,,,Mycale hentscheli,,,,,,,,,,,,,,,MH-Pat-all_autometa_1-8,,New Zealand,,marine sponge,Storey,-41.16,,173.86,,,,sponge metagenome,,,,VICTORIA UNIVERSITY WELLINGTON,1871037.0,,Flavobacteriaceae bacterium,Flavobacteriaceae bacterium,,,,,,,,,32209692,2020-03-09T00:00:00.000,,,,4231.0,,,Major,,,SAMN12903683,MH-Pat-all_autometa_1-8,metagenomic assembly,2020/08/05,VICTORIA UNIVERSITY WELLINGTON,54.3x,,Illumina HiSeq 2500/PacBio Sequel,Illumina; PacBio,,,1871037.0,,,MH-Pat-all_autometa_1-8,,,"Microbe, viral or environmental",Microbe.1.0,VICTORIA UNIVERSITY WELLINGTON,,,1871037.0,,,,,,,,,latest,,,Marine,True,Marine
GCA_014077645.1,ASM1407764v1,,,,,,Contig,,,PRJNA552277,SAMN12186453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/077/645/GCA_014077645.1_ASM1407764v1,,GCF_014077645.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=14,,,,,,,,,,,,,,,,,,,,,,,Cellulophaga baltica,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/05,,,,,,,,76594.0,,,,,,,,Skoltech,,,76594.0,,,,,,,,,latest,VIQP00000000.1,,,False,Unclassified
GCA_014138495.1,ASM1413849v1,,,,,,Scaffold,,,PRJNA583281,SAMN13173219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/138/495/GCA_014138495.1_ASM1413849v1,,GCF_014138495.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 100397,,,,,,,,,,,,,,,,,,,,,,,Flavobacterium gossypii,,,,identical,,,,,,,,,,,,assembly from type material,Major,,,,,,2020/08/10,,,,,,,,1646119.0,,,,,,,,DOE Joint Genome Institute,,,1646119.0,,,,,,,,,latest,JACJIS000000000.1,,,False,Unclassified
GCA_014145635.1,ASM1414563v1,,,,,,Contig,,,PRJNA650021,SAMN15691428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/145/635/GCA_014145635.1_ASM1414563v1,,GCF_014145635.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=WP-1,,,,,,,,,,,,,,,,,,,,,,,Myroides sp. WP-1,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/10,,,,,,,,2759944.0,,,,,,,,Guangdong Institute of Microbiology,,,2759944.0,,,,,,,,,latest,JACHTC000000000.1,,,False,Unclassified
GCA_014145665.1,ASM1414566v1,,,,,,Contig,,,PRJNA650024,SAMN15691493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/145/665/GCA_014145665.1_ASM1414566v1,,GCF_014145665.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=NP-2,,,,,,,,,,,,,,,,,,,,,,,Myroides sp. NP-2,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/10,,,,,,,,2759945.0,,,,,,,,Guangdong Institute of Microbiology,,,2759945.0,,,,,,,,,latest,JACHTD000000000.1,,,False,Unclassified
GCA_014156605.1,ASM1415660v1,,,,,,Scaffold,,,PRJNA474816,SAMN09374275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/156/605/GCA_014156605.1_ASM1415660v1,,GCF_014156605.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=SOK18b,,,,,,,,,,,,,,,,,,,,,,,Flavobacterium sp. SOK18b,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/11,,,,,,,,797900.0,,,,,,,,University of Copenhagen,,,797900.0,,,,,,,,,latest,QKNZ00000000.1,,,False,Unclassified
GCA_014191595.1,ASM1419159v1,,,,,,Scaffold,,,PRJNA546705,SAMN12025524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/191/595/GCA_014191595.1_ASM1419159v1,,GCF_014191595.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=CECT 8597,,,,,,,,,,,,,,,,,,,,,,,Mesoflavibacter sabulilitoris,,,,identical,,,,,,,,,,,,assembly from type material,Major,,,,,,2020/08/14,,,,,,,,1520893.0,,,,,,,,DOE Joint Genome Institute,,,1520893.0,,,,,,,,,latest,JACHWV000000000.1,,,False,Unclassified
GCA_014197445.1,ASM1419744v1,,,,,,Scaffold,,,PRJNA583291,SAMN13172995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/197/445/GCA_014197445.1_ASM1419744v1,,GCF_014197445.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 29568,,,,,,,,,,,,,,,,,,,,,,,Mesonia hippocampi,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,1628250.0,,,,,,,,DOE Joint Genome Institute,,,1628250.0,,,,,,,,,latest,JACIFO000000000.1,,,False,Unclassified
GCA_014201785.1,ASM1420178v1,,,,,,Scaffold,,,PRJNA632132,SAMN14908556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/201/785/GCA_014201785.1_ASM1420178v1,,GCF_014201785.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 25209,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium koreense,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,232216.0,,,,,,,,DOE Joint Genome Institute,,,232216.0,,,,,,,,,latest,JACHFI000000000.1,,,False,Unclassified
GCA_014202195.1,ASM1420219v1,,,,,,Scaffold,,,PRJNA632252,SAMN14908553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/202/195/GCA_014202195.1_ASM1420219v1,,GCF_014202195.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 26284,,,,,,,,,,,,,,,,,,,,,,,Lacinutrix iliipiscaria,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,1230532.0,,,,,,,,DOE Joint Genome Institute,,,1230532.0,,,,,,,,,latest,JACHGD000000000.1,,,False,Unclassified
GCA_014202225.1,ASM1420222v1,,,,,,Scaffold,,,PRJNA632253,SAMN14908471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/202/225/GCA_014202225.1_ASM1420222v1,,GCF_014202225.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=DSM 29199,,,,,,,,,,,,,,,,,,,,,,,Algibacter amylolyticus,,,,identical,,,,,,,,,,,,assembly from type material,Major,,,,,,2020/08/14,,,,,,,,1608400.0,,,,,,,,DOE Joint Genome Institute,,,1608400.0,,,,,,,,,latest,JACHGE000000000.1,,,False,Unclassified
GCA_014204235.1,ASM1420423v1,,,,,,Contig,,,PRJNA632085,SAMN14908331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/204/235/GCA_014204235.1_ASM1420423v1,,GCF_014204235.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00064,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium shigense,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,297244.0,,,,,,,,DOE Joint Genome Institute,,,297244.0,,,,,,,,,latest,JACHKQ000000000.1,,,False,Unclassified
GCA_014204385.1,ASM1420438v1,,,,,,Scaffold,,,PRJNA632100,SAMN14908299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/204/385/GCA_014204385.1_ASM1420438v1,,GCF_014204385.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00142,,,,,,,,,,,,,,,,,,,,,,,Flavobacterium nitrogenifigens,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,1617283.0,,,,,,,,DOE Joint Genome Institute,,,1617283.0,,,,,,,,,latest,JACHLD000000000.1,,,False,Unclassified
GCA_014204415.1,ASM1420441v1,,,,,,Scaffold,,,PRJNA632101,SAMN14908259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/204/415/GCA_014204415.1_ASM1420441v1,,GCF_014204415.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00151,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium defluvii,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,160396.0,,,,,,,,DOE Joint Genome Institute,,,160396.0,,,,,,,,,latest,JACHLE000000000.1,,,False,Unclassified
GCA_014207835.1,ASM1420783v1,,,,,,Scaffold,,,PRJNA632087,SAMN14908332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/207/835/GCA_014207835.1_ASM1420783v1,,GCF_014207835.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00068,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium sediminis,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,1679494.0,,,,,,,,DOE Joint Genome Institute,,,1679494.0,,,,,,,,,latest,JACHKS000000000.1,,,False,Unclassified
GCA_014207845.1,ASM1420784v1,,,,,,Contig,,,PRJNA632099,SAMN14986206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/207/845/GCA_014207845.1_ASM1420784v1,,GCF_014207845.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00136,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium shigense,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,297244.0,,,,,,,,DOE Joint Genome Institute,,,297244.0,,,,,,,,,latest,JACHLC000000000.1,,,False,Unclassified
GCA_014207905.1,ASM1420790v1,,,,,,Scaffold,,,PRJNA632098,SAMN14908321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/207/905/GCA_014207905.1_ASM1420790v1,,GCF_014207905.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=S00128,,,,,,,,,,,,,,,,,,,,,,,Flavobacterium notoginsengisoli,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/14,,,,,,,,1478199.0,,,,,,,,DOE Joint Genome Institute,,,1478199.0,,,,,,,,,latest,JACHLB000000000.1,,,False,Unclassified
GCA_014212065.1,ASM1421206v1,,,,,,Contig,,,PRJNA650240,SAMN15699836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/212/065/GCA_014212065.1_ASM1421206v1,,GCF_014212065.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=609,,,,,,,,,,,,,,,,,,,,,,,Aequorivita sp. 609,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/16,,,,,,,,2760087.0,,,,,,,,Binzhou Medical University,,,2760087.0,,,,,,,,,latest,JACJVM000000000.1,,,False,Unclassified
GCA_014218785.1,ASM1421878v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/785/GCA_014218785.1_ASM1421878v1,,GCF_014218785.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=CB3,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium bernardetii,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,1241978.0,,,,,,,,The Hong Kong Polytechnic University,,,1241978.0,,,,,,,,,latest,JACLCX000000000.1,,,False,Unclassified
GCA_014218815.1,ASM1421881v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746329,,,,,,,2005,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/815/GCA_014218815.1_ASM1421881v1,,GCF_014218815.1,"JACLCZ010000010,JACLCZ010000011,JACLCZ010000012,JACLCZ010000013,JACLCZ010000014,JACLCZ010000015,JACLCZ010000016",,Chryseobacterium indologenes strain CI10,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=CI10,,,,,,,,,,,,,,,,,,,,253.0,,,Chryseobacterium indologenes,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,253.0,,,CI10,,,,,The Hong Kong Polytechnic University,,,253.0,,,,,,,,,latest,JACLCZ000000000.1,,,False,Non_marine
GCA_014218825.1,ASM1421882v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/825/GCA_014218825.1_ASM1421882v1,,GCF_014218825.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=CB2,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium bernardetii,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,1241978.0,,,,,,,,The Hong Kong Polytechnic University,,,1241978.0,,,,,,,,,latest,JACLCW000000000.1,,,False,Unclassified
GCA_014218885.1,ASM1421888v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/885/GCA_014218885.1_ASM1421888v1,,GCF_014218885.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=CB1,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium bernardetii,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,1241978.0,,,,,,,,The Hong Kong Polytechnic University,,,1241978.0,,,,,,,,,latest,JACLCV000000000.1,,,False,Unclassified
GCA_014218905.1,ASM1421890v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/905/GCA_014218905.1_ASM1421890v1,,GCF_014218905.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=C3,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium sp. C3,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,2761532.0,,,,,,,,The Hong Kong Polytechnic University,,,2761532.0,,,,,,,,,latest,JACLCU000000000.1,,,False,Unclassified
GCA_014218915.1,ASM1421891v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/915/GCA_014218915.1_ASM1421891v1,,GCF_014218915.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=C2(2020),,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium sp. C2(2020),,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,2761533.0,,,,,,,,The Hong Kong Polytechnic University,,,2761533.0,,,,,,,,,latest,JACLCT000000000.1,,,False,Unclassified
GCA_014218945.1,ASM1421894v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/945/GCA_014218945.1_ASM1421894v1,,GCF_014218945.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=C1,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium sp. C1,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,2761531.0,,,,,,,,The Hong Kong Polytechnic University,,,2761531.0,,,,,,,,,latest,JACLCS000000000.1,,,False,Unclassified
GCA_014219105.1,ASM1421910v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746421,,,,,,,2004,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/105/GCA_014219105.1_ASM1421910v1,,GCF_014219105.1,"JACLGN010000010,JACLGN010000011,JACLGN010000012,JACLGN010000013,JACLGN010000014,JACLGN010000015,JACLGN010000016",,Elizabethkingia meningoseptica strain EM9,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM9,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM9,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGN000000000.1,,,False,Non_marine
GCA_014219125.1,ASM1421912v1,,,,,,Scaffold,,,PRJNA595705,SAMN15746418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/125/GCA_014219125.1_ASM1421912v1,,GCF_014219125.1,,,,,Full,,,,,,,,,,,,,,,,,,,,,,,,,,strain=EM6,,,,,,,,,,,,,,,,,,,,,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,,2020/08/17,,,,,,,,238.0,,,,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGK000000000.1,,,False,Unclassified
GCA_014219135.1,ASM1421913v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746420,,,,,,,2004,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/135/GCA_014219135.1_ASM1421913v1,,GCF_014219135.1,"JACLGM010000010,JACLGM010000011,JACLGM010000012,JACLGM010000013,JACLGM010000014,JACLGM010000015,JACLGM010000016",,Elizabethkingia meningoseptica strain EM8,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM8,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM8,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGM000000000.1,,,False,Non_marine
GCA_014219145.1,ASM1421914v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746417,,,,,,,2004,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/145/GCA_014219145.1_ASM1421914v1,,GCF_014219145.1,"JACLGJ010000010,JACLGJ010000011,JACLGJ010000012,JACLGJ010000013,JACLGJ010000014,JACLGJ010000015,JACLGJ010000016",,Elizabethkingia meningoseptica strain EM5,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM5,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM5,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGJ000000000.1,,,False,Non_marine
GCA_014219165.1,ASM1421916v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746419,,,,,,,2004,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/165/GCA_014219165.1_ASM1421916v1,,GCF_014219165.1,"JACLGL010000010,JACLGL010000011,JACLGL010000012,JACLGL010000013,JACLGL010000014,JACLGL010000015,JACLGL010000016",,Elizabethkingia meningoseptica strain EM7,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM7,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM7,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGL000000000.1,,,False,Non_marine
GCA_014219205.1,ASM1421920v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746416,,,,,,,2009,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/205/GCA_014219205.1_ASM1421920v1,,GCF_014219205.1,"JACLGI010000010,JACLGI010000011,JACLGI010000012,JACLGI010000013,JACLGI010000014,JACLGI010000015,JACLGI010000016",,Elizabethkingia meningoseptica strain EM4,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM4,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM4,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGI000000000.1,,,False,Non_marine
GCA_014219225.1,ASM1421922v1,,,,,,Scaffold,SPAdes v. 3.12.0,,PRJNA595705,SAMN15746415,,,,,,,2009,tet(X)-positive isolates from clinical settings in China,1900-01-01T00:00:00Z,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/219/225/GCA_014219225.1_ASM1421922v1,,GCF_014219225.1,"JACLGH010000010,JACLGH010000011,JACLGH010000012,JACLGH010000013,JACLGH010000014,JACLGH010000015,JACLGH010000016",,Elizabethkingia meningoseptica strain EM3,,Full,WGS,,China,,China,,,Homo sapiens,,,,,,Homo sapiens,,,,,,,,,,,,strain=EM3,,,,,,,,,,,,,,,,,,,,238.0,,,Elizabethkingia meningoseptica,,,,identical,,,,,,,,,,,,,Major,,,,,cell culture,2020/08/17,The Hong Kong Polytechnic University,100x,,Illumina,Illumina,,,238.0,,,EM3,,,,,The Hong Kong Polytechnic University,,,238.0,,,,,,,,,latest,JACLGH000000000.1,,,False,Non_marine
