assembly_accession,strain,finishing strategy (depth of coverage),biotic_relationship,geo_loc_name,host,collected_by,host_disease,isolation_source,sample_name,isolation-source,sample_type,FDA CVM ID,culture_collection,assembly_method,collection_date,env_feature,synonym,Strain,SUBJECT_ID,Alias,type-material,misc_param,collection date,Isolation Site,Isolation source,country,note,GOLD Stamp ID,investigation_type,culture-collection,lat_lon,alt_elev,locus_tag_prefix,nat-host,assembly_method_version,env_material,model,sample_description,Sample Description,ArrayExpress-STRAIN_OR_LINE,ENA checklist,project_type,estimated_size,Temperature Optimum,isol_growth_condt,Motility,feature,project_name,assembly,num_replicons,isolate,depth,env_biome,altitude,ref_biomaterial,package,geographic location,ArrayExpress-StrainOrLine,ArrayExpress-Phenotype,ArrayExpress-SPECIES,INSDC center alias,geo-loc-name,environment,host_sex,elev,PublicAccession,completeness_estimated,geographic location (country and/or sea),latitude and longitude,specific_host,ArrayExpress-Species,ENA-FIRST-PUBLIC,INSDC center name,specific host,Body Sample Site,pH,biome,biomaterial_provider,isolate_name_alias,contamination_estimated,host scientific name,anonymized_name,ENA-LAST-UPDATE,INSDC first public,Cell Shape,BioSampleModel,environmental_sample,material,identified_by,host health state,INSDC last update,Diseases,strain_name_alias,genome_coverage,INSDC status,host taxid,isolation source,Gram Staining,Temperature Range,Sporulation,sequencing_meth,Historical Monobactam Produced,identification method,supplier_name,SRA accession,host_disease_outcome,Unique Monobactam Clusters Identified,ProjectAccession,Sample Name,Type Strain,Phenotypes,Gene Calling Method,temp,Title,investigation type,Host,rel_to_oxygen,host_age,Species,mapping_method,serovar,sop,Isolation Comments,finishing_strategy,Genus,mapping_method_version,environment (biome),attribute_package,metagenome_source,environment (feature),trophic_level,metagenomic,environment (material),Funding Program,quality_assessment_method,quality_assessment_method_version,geographic location (latitude),source_mat_id,host_tissue_sampled,geographic location (longitude),Host Name,subsrc_note,Host Health,value,plant-associated environmental package,project name,sequencing method,Body Sample SubSite
GCA_900111075.1,DSM 15719,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium frigoris,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900111495.1,DSM 17724,,,South Korea:Republic of Korea,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium wanjuense,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900111965.1,DSM 21789,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium swingsii,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112105.1,DSM 24499,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Zunongwangia mangrovi,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112115.1,DSM 17048,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium jeonii,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112245.1,DSM 19891,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Maribacter stanieri,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112295.1,DSM 26351,,,Germany,,,,,,,,,,,2009,,,,,,,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112395.1,DSM 15365,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Algibacter lectus,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112575.1,CGMCC 1.10370,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium phragmitis,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112595.1,DSM 25730,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Algibacter pectinivorans,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900112975.1,CGMCC 1.9227,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium xueshanense,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900113135.1,DSM 23515,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Salegentibacter agarivorans,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900113805.1,DSM 26000,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium frigidisoli,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900113975.1,DSM 16777,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium indologenes,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114005.1,DSM 28881,,,Germany,,,,,,,,,,,2009,,,,,,type strain of Olleya namhaensis,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114045.1,DSM 22251,,,"Germany, Trier",,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium treverense,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114085.1,DSM 26542,,,"Germany, Trier",,,,,,,,,,,2009,,,,,,type strain of Myroides guanonis,,,,,,,,,,33.51 N 126.52 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114265.1,DSM 18180,,,Norway:Jan Mayen,,,,,,,,,,,2009,,,,,,type strain of Flaviramulus basaltis,,,,,,,,,,71.0317603 N 8.292371 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114875.1,SUR2,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Chryseobacterium limigenitum,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900114945.1,DSM 4002,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Flavobacterium succinicans,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115015.1,XJ109,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Algoriella xinjiangensis,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115055.1,DSM 25575,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Chryseobacterium oleae,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115115.1,DS-12,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Flavobacterium ummariense,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115145.1,DSM 17794,,,"Slovenia, Dogose",,,,Dehydrated sludge of the municipal sewage,,,,,,,2009,,,,,,type strain of Salegentibacter flavus,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115185.1,DSM 23925,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Bizionia echini,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115205.1,DSM 21019,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Robiginitalea myxolifaciens,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115315.1,DSM 11385,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Capnocytophaga haemolytica,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900115875.1,DSM 25510,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900116115.1,DSM 24450,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Lutibacter maritimus,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900116365.1,CGMCC 1.6114,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Zhouia amylolytica,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900116415.1,DSM 17452,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium formosense,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900116665.1,CGMCC 1.12333,,,"Slovenia, Dogose",,,,,,,,,,,2009,,,,,,type strain of Pustulibacterium marinum,,,,,,,,,,46.4443313 N 15.6211977 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900119145.1,DSM 24786,,,"Denmark, Kattegat",,,,,,,,,,,2009,,,,,,type strain of Cellulophaga fucicola,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900119185.1,CGMCC 1.12145,,,"Denmark, Kattegat",,,,,,,,,,,2009,,,,,,type strain of Sinomicrobium oceani,,,,,,,,bacteria_archaea,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,Sinomicrobium oceani CGMCC 1.12145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900128945.1,OV279,,,"Denmark, Kattegat",,,,,,,,,,,2009,,,,,,,,,,,,,,bacteria_archaea,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,Chryseobacterium sp. OV279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129005.1,DSM 3653,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Leeuwenhoekiella marinoflava,,,,,,,,bacteria_archaea,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,Leeuwenhoekiella marinoflava DSM 3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129035.1,DSM 25661,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Psychroflexus salarius,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129105.1,YR203,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,,,,,,,,,bacteria_archaea,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,Chryseobacterium sp. YR203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129245.1,DSM 27619,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium arachidis,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129275.1,DSM 17539,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Arenibacter palladensis,,,,,,,,bacteria_archaea,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,Arenibacter palladensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129385.1,DSM 26898,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium takakiae,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129405.1,DSM 25660,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium fontis,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129445.1,DSM 24579,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Salegentibacter echinorum,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129475.1,DSM 13764,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Tenacibaculum mesophilum,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129545.1,DSM 19978,,,United Kingdom:North Sea off Aberdeen,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium fluvii,,,,,,,,,,57.484260 N 10.623569 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129555.1,DSM 17963,,,South Korea:Pohang,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium defluvii,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129575.1,DSM 19741,,,South Korea:Pohang,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium segetis,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129585.1,DSM 17659,,,South Korea:Pohang,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium micromati,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129595.1,DSM 15937,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium frigidimaris,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129605.1,DSM 6792,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Flexibacter aurantiacus,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129665.1,DSM 22638,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Flagellimonas flava,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129705.1,DSM 19729,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Flavobacterium granuli,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129745.1,DSM 25330,,,Antarctica,,,,,,,,,,,2009,,,,,,type strain of Winogradskyella jejuensis,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129755.1,DSM 19055,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium oranimense,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900129795.1,CF108,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900130035.1,DSM 100572,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Wenyingzhuangia marina,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900130045.1,DSM 19859,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Leeuwenhoekiella palythoae,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900141665.1,DSM 25479,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Cruoricaptor ignavus,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900141715.1,CGMCC 1.12213,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Arenitalea lutea,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900141765.1,DSM 27623,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Chryseobacterium zeae,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_900141785.1,DSM 22623,,,"Israel, northern part",,,,,,,,,,,2009,,,,,,type strain of Aquimarina spongiae,,,,,,,,,,36.02 N 129.37 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIGS.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
