,Genome,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
5466,GCA_007097305.1,GCA_007097305.1_contig24.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13847.6 PF08491.10 PF00890.24 PF13193.6 PF00501.28 PF16177.5 PF01450.19 PF01450.19 PF07991.12 PF10369.9 PF01842.25 PF02775.21 PF00205.22 PF02776.18 PF00920.21 PF00180.20 PF00682.19 PF02780.20 PF02779.24 PF00676.20 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF00903.25 PF07993.12 PF13302.7 PF09084.11'],33,SnoaL;Rhodanese_C;Rhodanese;UPF0176_N;PAS_4;PAS_3;PAS_3;PAS_3;PAS_9;PAS;PAS_4;PAS_3;PAS_3;PAS_3;PAS_3;PAS_3;PAS_3;PAS;Disulph_isomer;Lycopene_cycl;Thioredox_DsbH;TonB_dep_Rec;Plug;CarbopepD_reg_2;Rieske;DHOR;DHOR;Nramp;Usp;Fe_dep_repress;Fe_dep_repr_C;FeoA
5467,GCA_007097345.1,GCA_007097345.1_contig25.region001,PKSother,Others,betalactone.T3PKS,1848,6815,['PF07366.12 PF12368.8 PF00581.20 PF17773.1 PF08448.10 PF08447.12 PF08447.12 PF08447.12 PF13426.7 PF00989.25 PF08448.10 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF00989.25 PF06491.11 PF05834.12 PF03190.15 PF00593.24 PF07715.15 PF13715.6 PF00355.26 PF06537.11 PF06537.11 PF01566.18 PF00582.26 PF01325.19 PF02742.15 PF04023.14'],32,NMT1;Acetyltransf_3;NAD_binding_4;Glyoxalase;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;E1_dh;Transket_pyr;Transketolase_C;HMGL-like;Iso_dh;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;ACAS_N;AMP-binding;AMP-binding_C;FAD_binding_2;SE;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C
8128,GCA_007097345.1,GCA_007097345.1_contig25.region001,Others,Others,betalactone.T3PKS,4095,6819,['PF07366.12 PF12368.8 PF00581.20 PF17773.1 PF08448.10 PF08447.12 PF08447.12 PF08447.12 PF13426.7 PF00989.25 PF08448.10 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF08447.12 PF00989.25 PF06491.11 PF05834.12 PF03190.15 PF00593.24 PF07715.15 PF13715.6 PF00355.26 PF06537.11 PF06537.11 PF01566.18 PF00582.26 PF01325.19 PF02742.15 PF04023.14'],32,NMT1;Acetyltransf_3;NAD_binding_4;Glyoxalase;PNP_UDP_1;SUI1;2OG-FeII_Oxy;DIOX_N;E1_dh;Transket_pyr;Transketolase_C;HMGL-like;Iso_dh;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;ACAS_N;AMP-binding;AMP-binding_C;FAD_binding_2;SE;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C
1284,GCA_007097365.1,GCA_007097365.1_contig22.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7561,['PF11999.8 PF13298.6 PF00676.20 PF02779.24 PF02780.20 PF03992.16 PF00682.19 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00571.28 PF00027.29 PF11138.8 PF02486.19 PF07992.14 PF00271.31 PF00270.29 PF00271.31 PF04851.15 PF12823.7 PF03061.22'],39,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Rep_trans;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
5583,GCA_007097365.1,GCA_007097365.1_contig22.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,7561,['PF11999.8 PF13298.6 PF00676.20 PF02779.24 PF02780.20 PF03992.16 PF00682.19 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00571.28 PF00027.29 PF11138.8 PF02486.19 PF07992.14 PF00271.31 PF00270.29 PF00271.31 PF04851.15 PF12823.7 PF03061.22'],39,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Rep_trans;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
439,GCA_007097365.1,GCA_007097365.1_contig22.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7561,['PF11999.8 PF13298.6 PF00676.20 PF02779.24 PF02780.20 PF03992.16 PF00682.19 PF00920.21 PF02776.18 PF00205.22 PF02775.21 PF01842.25 PF10369.9 PF07991.12 PF01450.19 PF01450.19 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF01648.20 PF00929.24 PF10335.9 PF03445.13 PF00571.28 PF00571.28 PF00027.29 PF11138.8 PF02486.19 PF07992.14 PF00271.31 PF00270.29 PF00271.31 PF04851.15 PF12823.7 PF03061.22'],39,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Rep_trans;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
441,GCA_007097385.1,GCA_007097385.1_contig09.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7563,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
5585,GCA_007097385.1,GCA_007097385.1_contig09.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,7563,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
1286,GCA_007097385.1,GCA_007097385.1_contig09.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7563,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
443,GCA_007097385.1,GCA_007097385.1_contig17.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7566,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
4955,GCA_007097385.1,GCA_007097385.1_contig17.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,4027,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
1287,GCA_007097385.1,GCA_007097385.1_contig17.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7566,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
8129,GCA_007097385.1,GCA_007097385.1_contig69.region001,Others,Others,betalactone.T3PKS,4095,6819,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
5498,GCA_007097385.1,GCA_007097385.1_contig69.region001,PKSother,Others,betalactone.T3PKS,1848,7044,['PF02518.26 PF07730.13 PF00072.24 PF07432.13 PF00501.28 PF03417.16 PF13450.6 PF01553.21 PF03176.15 PF03176.15 PF09835.9 PF00535.26 PF07977.13 PF13568.6 PF03548.15 PF01522.21 PF13723.6 PF02801.22 PF00109.26 PF00550.25 PF02801.22 PF00109.26 PF13279.6 PF12698.7 PF00005.27 PF16169.5 PF14399.6 PF08541.10 PF08545.10 PF01593.24 PF03279.13 PF00550.25 PF02801.22 PF00109.26 PF13561.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF00221.19 PF00891.18 PF01494.19 PF01022.20 PF01758.16 PF13495.6 PF00589.22'],51,GMP_synt_C;NAD_synthase;GATase;Ribonuc_L-PSP;Voltage_CLC;DHH;DHHA1;FKBP_C;Pro_isomerase;FKBP_C;Pro_isomerase;FKBP_C;TPR_12;HisKA;HATPase_c;Acetyltransf_3;AIRS_C;OmpA;OmpA;Chal_sti_synt_C
5584,GCA_007109265.1,GCA_007109265.1_contig213.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,7561,['PF13385.6 PF13385.6 PF07610.11 PF07610.11 PF05547.11 PF00246.24 PF01648.20 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00501.28 PF01467.26 PF03721.14 PF00984.19 PF03720.15 PF00132.24 PF00534.20 PF00534.20 PF13439.6 PF00534.20 PF13439.6 PF00534.20 PF00132.24 PF00535.26'],40,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
1285,GCA_007109265.1,GCA_007109265.1_contig213.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,7561,['PF13385.6 PF13385.6 PF07610.11 PF07610.11 PF05547.11 PF00246.24 PF01648.20 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00501.28 PF01467.26 PF03721.14 PF00984.19 PF03720.15 PF00132.24 PF00534.20 PF00534.20 PF13439.6 PF00534.20 PF13439.6 PF00534.20 PF00132.24 PF00535.26'],40,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
440,GCA_007109265.1,GCA_007109265.1_contig213.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,7561,['PF13385.6 PF13385.6 PF07610.11 PF07610.11 PF05547.11 PF00246.24 PF01648.20 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00501.28 PF01467.26 PF03721.14 PF00984.19 PF03720.15 PF00132.24 PF00534.20 PF00534.20 PF13439.6 PF00534.20 PF13439.6 PF00534.20 PF00132.24 PF00535.26'],40,DUF3494;LigD_N;E1_dh;Transket_pyr;Transketolase_C;ABM;HMGL-like;ILVD_EDD;TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C;ACT;ALS_ss_C;IlvN;IlvC;IlvC;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;ACPS;RNase_T;DUF294_C;DUF294;CBS;CBS;cNMP_binding;DUF2911;Pyr_redox_2;Helicase_C;DEAD;Helicase_C;ResIII;DUF3817;4HBT
744,GCA_007489275.1,GCA_007489275.1_contig246.region001,NRPS,PKS-NRP_Hybrids,T1PKS.NRPS,4935,10603,['PF13699.6 PF13699.6 PF03448.17 PF01053.20 PF01510.25 PF13424.6 PF12146.8 PF12833.7 PF00155.21 PF00550.25 PF13193.6 PF00501.28 PF05982.12 PF00126.27 PF03466.20 PF11738.8'],16,OmpA;PD40;PD40;PorP_SprF;CHU_C;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;DUF285;DUF285;DUF285;FAD_binding_3;Lyase_aromatic;adh_short_C2;Lip_A_acyltrans;4HBT_2;Ketoacyl-synt_C;Methyltransf_2;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;AAT;AMP-binding;Orn_Arg_deC_N;Arginase;DS;DUF155;Zn_protease;Rimk_N;RimK;SET;NUDIX;HTH_18
1365,GCA_007489275.1,GCA_007489275.1_contig246.region001,PKS-NRP,PKS-NRP_Hybrids,T1PKS.NRPS,10927,10603,['PF13699.6 PF13699.6 PF03448.17 PF01053.20 PF01510.25 PF13424.6 PF12146.8 PF12833.7 PF00155.21 PF00550.25 PF13193.6 PF00501.28 PF05982.12 PF00126.27 PF03466.20 PF11738.8'],16,OmpA;PD40;PD40;PorP_SprF;CHU_C;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;DUF285;DUF285;DUF285;FAD_binding_3;Lyase_aromatic;adh_short_C2;Lip_A_acyltrans;4HBT_2;Ketoacyl-synt_C;Methyltransf_2;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;AAT;AMP-binding;Orn_Arg_deC_N;Arginase;DS;DUF155;Zn_protease;Rimk_N;RimK;SET;NUDIX;HTH_18
5947,GCA_007489275.1,GCA_007489275.1_contig246.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,1848,10603,['PF13699.6 PF13699.6 PF03448.17 PF01053.20 PF01510.25 PF13424.6 PF12146.8 PF12833.7 PF00155.21 PF00550.25 PF13193.6 PF00501.28 PF05982.12 PF00126.27 PF03466.20 PF11738.8'],16,OmpA;PD40;PD40;PorP_SprF;CHU_C;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;Calx-beta;DUF285;DUF285;DUF285;FAD_binding_3;Lyase_aromatic;adh_short_C2;Lip_A_acyltrans;4HBT_2;Ketoacyl-synt_C;Methyltransf_2;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;Ketoacyl-synt_2;Polysacc_deac_1;LolA;FabA;Glycos_transf_2;DUF2062;MMPL;MMPL;AAT;AMP-binding;Orn_Arg_deC_N;Arginase;DS;DUF155;Zn_protease;Rimk_N;RimK;SET;NUDIX;HTH_18
4712,GCA_007827285.1,GCA_007827285.1_contig1.region002,PKSother,Others,T3PKS.arylpolyene,1848,2035,['PF02367.17 PF13585.6 PF13585.6 PF00521.20 PF01751.22 PF00204.25 PF02518.26 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF00195.19 PF13847.6 PF01494.19 PF00691.20 PF13488.6 PF13648.6 PF07043.13 PF02780.20 PF02779.24 PF00676.20 PF05175.14 PF01593.24 PF13460.6 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF09084.11 PF03167.19 PF00488.21 PF04134.12'],38,Pribosyltran;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Epimerase;Glycos_transf_2;Peptidase_M24;Bac_surface_Ag;SpoU_methylase;BshC
7310,GCA_007827285.1,GCA_007827285.1_contig1.region002,Others,Others,T3PKS.arylpolyene,4095,2035,['PF02367.17 PF13585.6 PF13585.6 PF00521.20 PF01751.22 PF00204.25 PF02518.26 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF00195.19 PF13847.6 PF01494.19 PF00691.20 PF13488.6 PF13648.6 PF07043.13 PF02780.20 PF02779.24 PF00676.20 PF05175.14 PF01593.24 PF13460.6 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF09084.11 PF03167.19 PF00488.21 PF04134.12'],38,Pribosyltran;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Epimerase;Glycos_transf_2;Peptidase_M24;Bac_surface_Ag;SpoU_methylase;BshC
5587,GCA_007827285.1,GCA_007827285.1_contig1.region003,PKSother,Others,T1PKS.PUFA.hglE-KS,1848,7629,['PF02367.17 PF13585.6 PF13585.6 PF00521.20 PF01751.22 PF00204.25 PF02518.26 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF00195.19 PF13847.6 PF01494.19 PF00691.20 PF13488.6 PF13648.6 PF07043.13 PF02780.20 PF02779.24 PF00676.20 PF05175.14 PF01593.24 PF13460.6 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF09084.11 PF03167.19 PF00488.21 PF04134.12'],38,Pribosyltran;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Epimerase;Glycos_transf_2;Peptidase_M24;Bac_surface_Ag;SpoU_methylase;BshC
7388,GCA_007827285.1,GCA_007827285.1_contig1.region003,Others,Others,T1PKS.PUFA.hglE-KS,4095,2332,['PF02367.17 PF13585.6 PF13585.6 PF00521.20 PF01751.22 PF00204.25 PF02518.26 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF00195.19 PF13847.6 PF01494.19 PF00691.20 PF13488.6 PF13648.6 PF07043.13 PF02780.20 PF02779.24 PF00676.20 PF05175.14 PF01593.24 PF13460.6 PF14226.6 PF03171.20 PF01253.22 PF01048.20 PF13089.6 PF02503.17 PF17941.1 PF13090.6 PF09084.11 PF03167.19 PF00488.21 PF04134.12'],38,Pribosyltran;Transketolase_N;Transket_pyr;Transketolase_C;OMP_b-brl_2;S4;Pribosyltran;SKI;MerR_1;B12-binding_2;Amino_oxidase;SQS_PSY;FA_hydroxylase;Epimerase;Glycos_transf_2;Peptidase_M24;Bac_surface_Ag;SpoU_methylase;BshC
5653,GCA_007830355.1,GCA_007830355.1_contig04.region001,PKSother,Others,betalactone.T3PKS,1848,8120,['PF12412.8 PF08007.12 PF02979.16 PF00211.20 PF13424.6 PF13424.6 PF00691.20 PF00691.20'],8,DUF3667;Cupin_4;NHase_alpha;Guanylate_cyc;TPR_12;TPR_12;OmpA;OmpA
6293,GCA_007830355.1,GCA_007830355.1_contig04.region001,Others,Others,betalactone.T3PKS,10039,3005,['PF12412.8 PF08007.12 PF02979.16 PF00211.20 PF13424.6 PF13424.6 PF00691.20 PF00691.20'],8,DUF3667;Cupin_4;NHase_alpha;Guanylate_cyc;TPR_12;TPR_12;OmpA;OmpA
